siruta
siruta;sirsup;localitate;superior;tip;med;denloc;densup;tipsup;regiune;codp;jud;mnemonic
39211;39168;"Ştefăneşti-Sat";"Oraş Ştefăneşti";18;1;STEFANESTI-SAT;"ORAS STEFANESTI";2;1;717389;7;BT
39239;39220;"Ştiubieni";"Ştiubieni";22;3;STIUBIENI;STIUBIENI;3;1;717390;7;BT
39248;39220;"Ibăneasa";"Ştiubieni";23;3;IBANEASA;STIUBIENI;3;1;717391;7;BT
39257;39220;Negreni;"Ştiubieni";23;3;NEGRENI;STIUBIENI;3;1;717392;7;BT
38991;38982;"Suharău";"Suharău";22;3;SUHARAU;SUHARAU;3;1;717360;7;BT
39006;38982;Izvoare;"Suharău";23;3;IZVOARE;SUHARAU;3;1;717361;7;BT
39015;38982;"Lişna";"Suharău";23;3;LISNA;SUHARAU;3;1;717362;7;BT
39024;38982;Oroftiana;"Suharău";23;3;OROFTIANA;SUHARAU;3;1;717363;7;BT
39033;38982;Plevna;"Suharău";23;3;PLEVNA;SUHARAU;3;1;717364;7;BT
39042;38982;Smârdan;"Suharău";23;3;SMARDAN;SUHARAU;3;1;717366;7;BT
39060;39051;"Suliţa";"Suliţa";22;3;SULITA;SULITA;3;1;717370;7;BT
39079;39983;"Blândeşti";"Blândeşti";22;3;BLANDESTI;BLANDESTI;3;1;717371;7;BT
39088;39983;Cerchejeni;"Blândeşti";23;3;CERCHEJENI;BLANDESTI;3;1;717372;7;BT
39097;39051;"Cheliş";"Suliţa";23;3;CHELIS;SULITA;3;1;717373;7;BT
39104;39051;"Dracşani";"Suliţa";23;3;DRACSANI;SULITA;3;1;717374;7;BT
39113;39983;"Şoldăneşti";"Blândeşti";23;3;SOLDANESTI;BLANDESTI;3;1;717376;7;BT
39275;39266;Todireni;Todireni;22;3;TODIRENI;TODIRENI;3;1;717395;7;BT
39284;39266;"Cerneşti";Todireni;23;3;CERNESTI;TODIRENI;3;1;717396;7;BT
39293;39266;"Floreşti";Todireni;23;3;FLORESTI;TODIRENI;3;1;717397;7;BT
39300;39266;"Gârbeşti";Todireni;23;3;GARBESTI;TODIRENI;3;1;717398;7;BT
39319;39266;"Iureşti";Todireni;23;3;IURESTI;TODIRENI;3;1;717399;7;BT
39337;39328;"Truşeşti";"Truşeşti";22;3;TRUSESTI;TRUSESTI;3;1;717400;7;BT
39346;39328;"Buhăceni";"Truşeşti";23;3;BUHACENI;TRUSESTI;3;1;717401;7;BT
39355;39328;Ciritei;"Truşeşti";23;3;CIRITEI;TRUSESTI;3;1;717402;7;BT
39364;39328;Drislea;"Truşeşti";23;3;DRISLEA;TRUSESTI;3;1;717403;7;BT
39373;39328;"Ionăşeni";"Truşeşti";23;3;IONASENI;TRUSESTI;3;1;717404;7;BT
39382;39328;"Păsăteni";"Truşeşti";23;3;PASATENI;TRUSESTI;3;1;717406;7;BT
39408;39391;Tudora;Tudora;22;3;TUDORA;TUDORA;3;1;717410;7;BT
39426;39417;Ungureni;Ungureni;22;3;UNGURENI;UNGURENI;3;1;717415;7;BT
39435;39417;"Borzeşti";Ungureni;23;3;BORZESTI;UNGURENI;3;1;717416;7;BT
39444;39417;"Călugăreni";Ungureni;23;3;CALUGARENI;UNGURENI;3;1;717417;7;BT
39453;39417;"Călugărenii Noi";Ungureni;23;3;"CALUGARENII NOI";UNGURENI;3;1;717418;7;BT
39462;39417;"Durneşti";Ungureni;23;3;DURNESTI;UNGURENI;3;1;717419;7;BT
39480;39417;"Mândreşti";Ungureni;23;3;MANDRESTI;UNGURENI;3;1;717421;7;BT
38697;38679;Doina;"Răuşeni";23;3;DOINA;RAUSENI;3;1;717321;7;BT
39471;39417;"Mihai Viteazu";Ungureni;23;3;"MIHAI VITEAZU";UNGURENI;3;1;717422;7;BT
39499;39417;"Plopenii Mari";Ungureni;23;3;"PLOPENII MARI";UNGURENI;3;1;717423;7;BT
39505;39417;"Plopenii Mici";Ungureni;23;3;"PLOPENII MICI";UNGURENI;3;1;717424;7;BT
39514;39417;"Tăuteşti";Ungureni;23;3;TAUTESTI;UNGURENI;3;1;717426;7;BT
39523;39417;Vicoleni;Ungureni;23;3;VICOLENI;UNGURENI;3;1;717427;7;BT
39541;39532;"Unţeni";"Unţeni";22;3;UNTENI;UNTENI;3;1;717435;7;BT
39550;39532;Burla;"Unţeni";23;3;BURLA;UNTENI;3;1;717436;7;BT
39569;39532;"Burleşti";"Unţeni";23;3;BURLESTI;UNTENI;3;1;717437;7;BT
39578;39532;"Mânăstireni";"Unţeni";23;3;MANASTIRENI;UNTENI;3;1;717438;7;BT
39587;39532;Soroceni;"Unţeni";23;3;SOROCENI;UNTENI;3;1;717439;7;BT
39596;39532;"Valea Grajdului";"Unţeni";23;3;"VALEA GRAJDULUI";UNTENI;3;1;717441;7;BT
39603;39532;Vultureni;"Unţeni";23;3;VULTURENI;UNTENI;3;1;717442;7;BT
39621;39612;"Văculeşti";"Văculeşti";22;3;VACULESTI;VACULESTI;3;1;717445;7;BT
39630;39612;Gorovei;"Văculeşti";23;3;GOROVEI;VACULESTI;3;1;717446;7;BT
39649;39612;"Sauceniţa";"Văculeşti";23;3;SAUCENITA;VACULESTI;3;1;717447;7;BT
39701;39694;"Vârfu Câmpului";"Vârfu Câmpului";22;3;"VARFU CAMPULUI";"VARFU CAMPULUI";3;1;717450;7;BT
39710;39694;"Ionăşeni";"Vârfu Câmpului";23;3;IONASENI;"VARFU CAMPULUI";3;1;717451;7;BT
39729;39694;Lunca;"Vârfu Câmpului";23;3;LUNCA;"VARFU CAMPULUI";3;1;717452;7;BT
39667;39658;"Viişoara";"Viişoara";22;3;VIISOARA;VIISOARA;3;1;717455;7;BT
39676;39658;"Cuza Vodă";"Viişoara";23;3;"CUZA VODA";VIISOARA;3;1;717456;7;BT
39685;39658;"Viişoara Mică";"Viişoara";23;3;"VIISOARA MICA";VIISOARA;3;1;717457;7;BT
39747;39738;"Vlădeni";"Vlădeni";22;3;VLADENI;VLADENI;3;1;717460;7;BT
39756;39738;"Brehuieşti";"Vlădeni";23;3;BREHUIESTI;VLADENI;3;1;717461;7;BT
39765;39738;"Hrişcani";"Vlădeni";23;3;HRISCANI;VLADENI;3;1;717462;7;BT
39774;39738;"Huţani";"Vlădeni";23;3;HUTANI;VLADENI;3;1;717463;7;BT
39783;39738;"Mândreşti";"Vlădeni";23;3;MANDRESTI;VLADENI;3;1;717464;7;BT
39809;39792;"Vlăsineşti";"Vlăsineşti";22;3;VLASINESTI;VLASINESTI;3;1;717465;7;BT
39818;39792;"Miron Costin";"Vlăsineşti";23;3;"MIRON COSTIN";VLASINESTI;3;1;717466;7;BT
39827;39792;Sârbi;"Vlăsineşti";23;3;SARBI;VLASINESTI;3;1;717467;7;BT
39845;39836;Vorniceni;Vorniceni;22;3;VORNICENI;VORNICENI;3;1;717470;7;BT
39854;39836;Davidoaia;Vorniceni;23;3;DAVIDOAIA;VORNICENI;3;1;717471;7;BT
39863;39836;"Dealu Crucii";Vorniceni;23;3;"DEALU CRUCII";VORNICENI;3;1;717472;7;BT
39881;39872;Vorona;Vorona;22;3;VORONA;VORONA;3;1;717475;7;BT
39890;39872;"Icuşeni";Vorona;23;3;ICUSENI;VORONA;3;1;717476;7;BT
39907;39872;"Joldeşti";Vorona;23;3;JOLDESTI;VORONA;3;1;717477;7;BT
39916;39872;Poiana;Vorona;23;3;POIANA;VORONA;3;1;717478;7;BT
39925;39872;"Vorona Mare";Vorona;23;3;"VORONA MARE";VORONA;3;1;717479;7;BT
39934;39872;Vorona-Teodoru;Vorona;23;3;VORONA-TEODORU;VORONA;3;1;717481;7;BT
42432;40198;"Poiana Braşov";"Municipiul Braşov";10;1;"POIANA BRASOV";"MUNICIPIUL BRASOV";1;7;500001;8;BV
40287;40278;"Făgăraş";"Municipiul Făgăraş";9;1;FAGARAS;"MUNICIPIUL FAGARAS";4;7;505200;8;BV
40250;40241;Codlea;"Municipiul  Codlea";9;1;CODLEA;"MUNICIPIUL CODLEA";4;7;505100;8;BV
40312;40303;Predeal;"Oraş Predeal";17;1;PREDEAL;"ORAS PREDEAL";2;7;505300;8;BV
40321;40303;"Pârâul Rece";"Oraş Predeal";18;1;"PARAUL RECE";"ORAS PREDEAL";2;7;505301;8;BV
40330;40303;"Timişu de Jos";"Oraş Predeal";18;1;"TIMISU DE JOS";"ORAS PREDEAL";2;7;505302;8;BV
40349;40303;"Timişu de Sus";"Oraş Predeal";18;1;"TIMISU DE SUS";"ORAS PREDEAL";2;7;505303;8;BV
40376;40367;"Râşnov";"Oraş Râşnov";17;1;RASNOV;"ORAS RASNOV";2;7;505400;8;BV
40401;40394;Rupea;"Oraş Rupea";17;1;RUPEA;"ORAS RUPEA";2;7;505500;8;BV
40410;40394;"Fişer";"Oraş Rupea";18;1;FISER;"ORAS RUPEA";2;7;505501;8;BV
40447;40438;"Săcele";"Municipiul Săcele";9;1;SACELE;"MUNICIPIUL SACELE";4;7;505600;8;BV
40474;40465;Victoria;"Oraş Victoria";17;1;VICTORIA;"ORAS VICTORIA";2;7;505700;8;BV
40508;40492;"Zărneşti";"Oraş Zărneşti";17;1;ZARNESTI;"ORAS ZARNESTI";2;7;505800;8;BV
40517;40492;"Tohanu Nou";"Oraş Zărneşti";18;1;"TOHANU NOU";"ORAS ZARNESTI";2;7;505801;8;BV
40535;40526;"Apaţa";"Apaţa";22;3;APATA;APATA;3;7;507005;8;BV
40553;40544;Beclean;Beclean;22;3;BECLEAN;BECLEAN;3;7;507010;8;BV
40562;40544;"Boholţ";Beclean;23;3;BOHOLT;BECLEAN;3;7;507011;8;BV
40571;40544;Calbor;Beclean;23;3;CALBOR;BECLEAN;3;7;507012;8;BV
40580;40544;Hurez;Beclean;23;3;HUREZ;BECLEAN;3;7;507013;8;BV
40599;40544;"Luţa";Beclean;23;3;LUTA;BECLEAN;3;7;507014;8;BV
40624;40606;"Colonia Bod";Bod;23;3;"COLONIA BOD";BOD;3;7;507020;8;BV
40642;40633;Bran;Bran;22;3;BRAN;BRAN;3;7;507025;8;BV
40651;40633;"Predeluţ";Bran;23;3;PREDELUT;BRAN;3;7;507026;8;BV
40679;40633;"Şimon";Bran;23;3;SIMON;BRAN;3;7;507028;8;BV
40660;40633;Sohodol;Bran;23;3;SOHODOL;BRAN;3;7;507027;8;BV
40697;40688;Budila;Budila;22;3;BUDILA;BUDILA;3;7;507030;8;BV
40713;40704;"Buneşti";"Buneşti";22;3;BUNESTI;BUNESTI;3;7;507035;8;BV
40722;40704;"Criţ";"Buneşti";23;3;CRIT;BUNESTI;3;7;507036;8;BV
40731;40704;"Meşendorf";"Buneşti";23;3;MESENDORF;BUNESTI;3;7;507037;8;BV
40740;40704;"Roadeş";"Buneşti";23;3;ROADES;BUNESTI;3;7;507038;8;BV
40777;40768;"Caţa";"Caţa";22;3;CATA;CATA;3;7;507040;8;BV
40786;40768;Beia;"Caţa";23;3;BEIA;CATA;3;7;507041;8;BV
40795;40768;"Drăuşeni";"Caţa";23;3;DRAUSENI;CATA;3;7;507042;8;BV
40802;40768;"Ioneşti";"Caţa";23;3;IONESTI;CATA;3;7;507043;8;BV
40811;40768;"Paloş";"Caţa";23;3;PALOS;CATA;3;7;507043;8;BV
40839;40820;Cincu;Cincu;22;3;CINCU;CINCU;3;7;507045;8;BV
40848;40820;Toarcla;Cincu;23;3;TOARCLA;CINCU;3;7;507046;8;BV
40866;40857;"Comana de Jos";Comana;22;3;"COMANA DE JOS";COMANA;3;7;507051;8;BV
40875;40857;"Comana de Sus";Comana;23;3;"COMANA DE SUS";COMANA;3;7;507052;8;BV
40884;40857;Crihalma;Comana;23;3;CRIHALMA;COMANA;3;7;507053;8;BV
40893;40857;"Ticuşu Nou";Comana;23;3;"TICUSU NOU";COMANA;3;7;507054;8;BV
40919;40900;Cristian;Cristian;22;3;CRISTIAN;CRISTIAN;3;7;507055;8;BV
40937;40928;"Dumbrăviţa";"Dumbrăviţa";22;3;DUMBRAVITA;DUMBRAVITA;3;7;507060;8;BV
40946;40928;"Vlădeni";"Dumbrăviţa";23;3;VLADENI;DUMBRAVITA;3;7;507061;8;BV
40964;40955;Feldioara;Feldioara;22;3;FELDIOARA;FELDIOARA;3;7;507065;8;BV
40973;40955;"Colonia Reconstrucţia";Feldioara;23;3;"COLONIA RECONSTRUCTIA";FELDIOARA;3;7;507066;8;BV
40982;40955;Rotbav;Feldioara;23;3;ROTBAV;FELDIOARA;3;7;507067;8;BV
41006;40991;Fundata;Fundata;22;3;FUNDATA;FUNDATA;3;7;507070;8;BV
41015;40991;"Fundăţica";Fundata;23;3;FUNDATICA;FUNDATA;3;7;507071;8;BV
41024;40991;"Şirnea";Fundata;23;3;SIRNEA;FUNDATA;3;7;507072;8;BV
40223;40214;Ghimbav;"Oraş Ghimbav";17;1;GHIMBAV;"ORAS GHIMBAV";2;7;507075;8;BV
41042;41033;"Hălchiu";"Hălchiu";22;3;HALCHIU;HALCHIU;3;7;507080;8;BV
41051;42456;Crizbav;Crizbav;22;3;CRIZBAV;CRIZBAV;3;7;507081;8;BV
41060;42456;"Cutuş";Crizbav;23;3;CUTUS;CRIZBAV;3;7;507082;8;BV
41079;41033;"Satu Nou";"Hălchiu";23;3;"SATU NOU";HALCHIU;3;7;507083;8;BV
41097;41088;"Hărman";"Hărman";22;3;HARMAN;HARMAN;3;7;507085;8;BV
41104;41088;"Podu Oltului";"Hărman";23;3;"PODU OLTULUI";HARMAN;3;7;507086;8;BV
41122;41113;Hârseni;Hârseni;22;3;HARSENI;HARSENI;3;7;507090;8;BV
41131;41113;"Copăcel";Hârseni;23;3;COPACEL;HARSENI;3;7;507090;8;BV
41140;41113;"Măliniş";Hârseni;23;3;MALINIS;HARSENI;3;7;507092;8;BV
41159;41113;"Mărgineni";Hârseni;23;3;MARGINENI;HARSENI;3;7;507093;8;BV
41168;41113;"Sebeş";Hârseni;23;3;SEBES;HARSENI;3;7;507094;8;BV
41186;41177;Hoghiz;Hoghiz;22;3;HOGHIZ;HOGHIZ;3;7;507095;8;BV
41195;41177;"Bogata Olteană";Hoghiz;23;3;"BOGATA OLTEANA";HOGHIZ;3;7;507096;8;BV
41211;41177;Dopca;Hoghiz;23;3;DOPCA;HOGHIZ;3;7;507098;8;BV
41220;41177;Fântâna;Hoghiz;23;3;FANTANA;HOGHIZ;3;7;507099;8;BV
41239;41177;"Lupşa";Hoghiz;23;3;LUPSA;HOGHIZ;3;7;507101;8;BV
41257;41248;Homorod;Homorod;22;3;HOMOROD;HOMOROD;3;7;507105;8;BV
41266;41248;Jimbor;Homorod;23;3;JIMBOR;HOMOROD;3;7;507106;8;BV
41275;41248;"Mercheaşa";Homorod;23;3;MERCHEASA;HOMOROD;3;7;507107;8;BV
41293;41284;Jibert;Jibert;22;3;JIBERT;JIBERT;3;7;507110;8;BV
41300;41284;Dacia;Jibert;23;3;DACIA;JIBERT;3;7;507111;8;BV
41319;41284;Grânari;Jibert;23;3;GRANARI;JIBERT;3;7;507112;8;BV
41328;41284;Lovnic;Jibert;23;3;LOVNIC;JIBERT;3;7;507113;8;BV
41337;41284;"Văleni";Jibert;23;3;VALENI;JIBERT;3;7;507114;8;BV
41355;41346;Lisa;Lisa;22;3;LISA;LISA;3;7;507115;8;BV
41364;41346;Breaza;Lisa;23;3;BREAZA;LISA;3;7;507116;8;BV
41373;41346;Pojorta;Lisa;23;3;POJORTA;LISA;3;7;507117;8;BV
41391;41382;"Măieruş";"Măieruş";22;3;MAIERUS;MAIERUS;3;7;507120;8;BV
41408;41382;Arini;"Măieruş";23;3;ARINI;MAIERUS;3;7;507121;8;BV
41426;41417;Mândra;Mândra;22;3;MANDRA;MANDRA;3;7;507125;8;BV
41435;41417;Ileni;Mândra;23;3;ILENI;MANDRA;3;7;507126;8;BV
41444;41417;"Râuşor";Mândra;23;3;RAUSOR;MANDRA;3;7;507127;8;BV
41453;41417;"Şona";Mândra;23;3;SONA;MANDRA;3;7;507128;8;BV
41462;41417;"Toderiţa";Mândra;23;3;TODERITA;MANDRA;3;7;507129;8;BV
41480;41471;"Moieciu de Jos";Moieciu;22;3;"MOIECIU DE JOS";MOIECIU;3;7;507135;8;BV
41499;41471;Cheia;Moieciu;23;3;CHEIA;MOIECIU;3;7;507131;8;BV
41505;41471;"Drumul Carului";Moieciu;23;3;"DRUMUL CARULUI";MOIECIU;3;7;507132;8;BV
41514;41471;"Măgura";Moieciu;23;3;MAGURA;MOIECIU;3;7;507133;8;BV
41523;41471;"Moieciu de Sus";Moieciu;23;3;"MOIECIU DE SUS";MOIECIU;3;7;507134;8;BV
41532;41471;"Peştera";Moieciu;23;3;PESTERA;MOIECIU;3;7;507136;8;BV
41550;41541;"Ormeniş";"Ormeniş";22;3;ORMENIS;ORMENIS;3;7;507150;8;BV
41569;42498;Augustin;Augustin;22;3;AUGUSTIN;AUGUSTIN;3;7;507151;8;BV
41587;41578;"Părău";"Părău";22;3;PARAU;PARAU;3;7;507155;8;BV
41596;41578;Grid;"Părău";23;3;GRID;PARAU;3;7;507156;8;BV
41603;41578;"Veneţia de Jos";"Părău";23;3;"VENETIA DE JOS";PARAU;3;7;507157;8;BV
41612;41578;"Veneţia de Sus";"Părău";23;3;"VENETIA DE SUS";PARAU;3;7;507158;8;BV
41630;41621;"Poiana Mărului";"Poiana Mărului";22;3;"POIANA MARULUI";"POIANA MARULUI";3;7;507160;8;BV
41649;42449;Paltin;"Şinca Nouă";23;3;PALTIN;"SINCA NOUA";3;7;507211;8;BV
41658;42449;"Şinca Nouă";"Şinca Nouă";22;3;"SINCA NOUA";"SINCA NOUA";3;7;507210;8;BV
41676;41667;Prejmer;Prejmer;22;3;PREJMER;PREJMER;3;7;507165;8;BV
41685;41667;"Lunca Calnicului";Prejmer;23;3;"LUNCA CALNICULUI";PREJMER;3;7;507170;8;BV
41694;41667;"Stupinii Prejmerului";Prejmer;23;3;"STUPINII PREJMERULUI";PREJMER;3;7;507166;8;BV
41710;41701;"Racoş";"Racoş";22;3;RACOS;RACOS;3;7;507175;8;BV
41729;41701;"Mateiaş";"Racoş";23;3;MATEIAS;RACOS;3;7;507176;8;BV
41747;41738;Recea;Recea;22;3;RECEA;RECEA;3;7;507180;8;BV
41756;41738;Berivoi;Recea;23;3;BERIVOI;RECEA;3;7;507181;8;BV
41765;41738;Dejani;Recea;23;3;DEJANI;RECEA;3;7;507182;8;BV
41774;41738;"Gura Văii";Recea;23;3;"GURA VAII";RECEA;3;7;507183;8;BV
41783;41738;"Iaşi";Recea;23;3;IASI;RECEA;3;7;507184;8;BV
41792;41738;"Săsciori";Recea;23;3;SASCIORI;RECEA;3;7;507186;8;BV
41809;41738;"Săvăstreni";Recea;23;3;SAVASTRENI;RECEA;3;7;507187;8;BV
41934;41925;Sânpetru;Sânpetru;22;3;SANPETRU;SANPETRU;3;7;507190;8;BV
41827;41818;"Şercaia";"Şercaia";22;3;SERCAIA;SERCAIA;3;7;507195;8;BV
41836;41818;"Hălmeag";"Şercaia";23;3;HALMEAG;SERCAIA;3;7;507196;8;BV
41845;41818;Vad;"Şercaia";23;3;VAD;SERCAIA;3;7;507197;8;BV
41863;41854;"Şinca Veche";"Şinca";22;3;"SINCA VECHE";SINCA;3;7;507206;8;BV
41872;41854;Bucium;"Şinca";23;3;BUCIUM;SINCA;3;7;507201;8;BV
41881;41854;Ohaba;"Şinca";23;3;OHABA;SINCA;3;7;507202;8;BV
41890;41854;"Perşani";"Şinca";23;3;PERSANI;SINCA;3;7;507203;8;BV
41907;41854;"Şercăiţa";"Şinca";23;3;SERCAITA;SINCA;3;7;507204;8;BV
41916;41854;Vâlcea;"Şinca";23;3;VALCEA;SINCA;3;7;507207;8;BV
41952;41943;"Şoarş";"Şoarş";22;3;SOARS;SOARS;3;7;507215;8;BV
41961;41943;"Bărcut";"Şoarş";23;3;BARCUT;SOARS;3;7;507216;8;BV
41970;41943;Felmer;"Şoarş";23;3;FELMER;SOARS;3;7;507217;8;BV
41989;41943;Rodbav;"Şoarş";23;3;RODBAV;SOARS;3;7;507218;8;BV
41998;41943;"Seliştat";"Şoarş";23;3;SELISTAT;SOARS;3;7;507219;8;BV
42012;42003;"Tărlungeni";"Tărlungeni";22;3;TARLUNGENI;TARLUNGENI;3;7;507220;8;BV
42021;42003;"Cărpiniş";"Tărlungeni";23;3;CARPINIS;TARLUNGENI;3;7;507221;8;BV
42030;42003;"Purcăreni";"Tărlungeni";23;3;PURCARENI;TARLUNGENI;3;7;507222;8;BV
42049;42003;Zizin;"Tărlungeni";23;3;ZIZIN;TARLUNGENI;3;7;507223;8;BV
42067;42058;Teliu;Teliu;22;3;TELIU;TELIU;3;7;507225;8;BV
42085;42076;"Ticuşu Vechi";"Ticuşu";22;3;"TICUSU VECHI";TICUSU;3;7;507232;8;BV
42094;42076;Cobor;"Ticuşu";23;3;COBOR;TICUSU;3;7;507231;8;BV
42110;42101;"Ucea de Jos";Ucea;22;3;"UCEA DE JOS";UCEA;3;7;507238;8;BV
42129;42101;Corbi;Ucea;23;3;CORBI;UCEA;3;7;507236;8;BV
42138;42101;Feldioara;Ucea;23;3;FELDIOARA;UCEA;3;7;507237;8;BV
42147;42101;"Ucea de Sus";Ucea;23;3;"UCEA DE SUS";UCEA;3;7;507239;8;BV
42165;42156;Ungra;Ungra;22;3;UNGRA;UNGRA;3;7;507240;8;BV
42174;42156;"Dăişoara";Ungra;23;3;DAISOARA;UNGRA;3;7;507241;8;BV
42192;42183;"Vama Buzăului";"Vama Buzăului";22;3;"VAMA BUZAULUI";"VAMA BUZAULUI";3;7;507245;8;BV
42209;42183;"Acriş";"Vama Buzăului";23;3;ACRIS;"VAMA BUZAULUI";3;7;507246;8;BV
42218;42183;"Buzăiel";"Vama Buzăului";23;3;BUZAIEL;"VAMA BUZAULUI";3;7;507247;8;BV
42227;42183;"Dălghiu";"Vama Buzăului";23;3;DALGHIU;"VAMA BUZAULUI";3;7;507248;8;BV
42245;42236;"Viştea de Jos";"Viştea";22;3;"VISTEA DE JOS";VISTEA;3;7;507254;8;BV
42254;42480;"Drăguş";"Drăguş";22;3;DRAGUS;DRAGUS;3;7;507251;8;BV
42263;42236;"Olteţ";"Viştea";23;3;OLTET;VISTEA;3;7;507252;8;BV
42272;42236;"Rucăr";"Viştea";23;3;RUCAR;VISTEA;3;7;507253;8;BV
4124;9019;Cut;Cut;22;3;CUT;CUT;3;7;517206;1;AB
42281;42236;"Viştea de Sus";"Viştea";23;3;"VISTEA DE SUS";VISTEA;3;7;507256;8;BV
42290;42236;"Viştişoara";"Viştea";23;3;VISTISOARA;VISTEA;3;7;507257;8;BV
42316;42307;Voila;Voila;22;3;VOILA;VOILA;3;7;507260;8;BV
42325;42307;"Cincşor";Voila;23;3;CINCSOR;VOILA;3;7;507261;8;BV
42334;42307;Dridif;Voila;23;3;DRIDIF;VOILA;3;7;507262;8;BV
42343;42307;"Ludişor";Voila;23;3;LUDISOR;VOILA;3;7;507263;8;BV
42352;42307;"Sâmbăta de Jos";Voila;23;3;"SIMBATA DE JOS";VOILA;3;7;507264;8;BV
42361;42464;"Sâmbăta de Sus";"Sambata de Sus";22;3;"SAMBATA DE SUS";"SAMBATA DE SUS";3;7;507266;8;BV
42370;42464;"Staţiunea Climaterică Sâmbăta";"Sambata de Sus";23;3;"STATIUNEA CLIMATERICA SIMBATA";"SAMBATA DE SUS";3;7;507267;8;BV
42389;42307;Voivodeni;Voila;23;3;VOIVODENI;VOILA;3;7;507268;8;BV
42405;42398;Vulcan;Vulcan;22;3;VULCAN;VULCAN;3;7;507270;8;BV
42414;42398;"Colonia 1 Mai";Vulcan;23;3;"COLONIA 1 MAI";VULCAN;3;7;507271;8;BV
42423;42472;Holbav;Holbav;22;3;HOLBAV;HOLBAV;3;7;507272;8;BV
42762;42753;"Făurei";"Oraş Făurei";17;1;FAUREI;"ORAS FAUREI";2;2;815100;9;BR
43340;43331;Ianca;"Oraş Ianca";17;1;IANCA;"ORAS IANCA";2;2;815200;9;BR
43359;43331;"Berleşti";"Oraş Ianca";19;1;BERLESTI;"ORAS IANCA";2;2;815201;9;BR
43368;43331;"Gara Ianca";"Oraş Ianca";19;1;"GARA IANCA";"ORAS IANCA";2;2;815202;9;BR
43377;43331;"Oprişeneşti";"Oraş Ianca";19;1;OPRISENESTI;"ORAS IANCA";2;2;815203;9;BR
43386;43331;"Perişoru";"Oraş Ianca";19;1;PERISORU;"ORAS IANCA";2;2;815204;9;BR
43395;43331;Plopu;"Oraş Ianca";19;1;PLOPU;"ORAS IANCA";2;2;815205;9;BR
43402;43331;"Târlele Filiu";"Oraş Ianca";19;1;"TARLELE FILIU";"ORAS IANCA";2;2;815206;9;BR
43420;43411;"Însurăţei";"Oraş Însurăţei";17;1;INSURATEI;"ORAS INSURATEI";2;2;815300;9;BR
43439;43411;"Lacu Rezii";"Oraş Însurăţei";19;1;"LACU REZII";"ORAS INSURATEI";2;2;815301;9;BR
43448;43411;"Măru Roşu";"Oraş Însurăţei";19;1;"MARU ROSU";"ORAS INSURATEI";2;2;815302;9;BR
43457;43411;"Valea Călmăţuiului";"Oraş Însurăţei";19;1;"VALEA CALMATUIULUI";"ORAS INSURATEI";2;2;815303;9;BR
42833;42824;"Bărăganul";"Bărăganul";22;3;BARAGANUL;BARAGANUL;3;2;817005;9;BR
42851;42842;"Berteştii de Jos";"Berteştii de Jos";22;3;"BERTESTII DE JOS";"BERTESTII DE JOS";3;2;817010;9;BR
42860;42842;"Berteştii de Sus";"Berteştii de Jos";23;3;"BERTESTII DE SUS";"BERTESTII DE JOS";3;2;817011;9;BR
42879;42842;"Gura Călmăţui";"Berteştii de Jos";23;3;"GURA CALMATUI";"BERTESTII DE JOS";3;2;817012;9;BR
42888;42842;"Gura Gârluţei";"Berteştii de Jos";23;3;"GURA GIRLUTEI";"BERTESTII DE JOS";3;2;817013;9;BR
42897;42842;"Nicoleşti";"Berteştii de Jos";23;3;NICOLESTI;"BERTESTII DE JOS";3;2;817014;9;BR
42904;42842;"Spiru Haret";"Berteştii de Jos";23;3;"SPIRU HARET";"BERTESTII DE JOS";3;2;817016;9;BR
42922;42913;"Bordei Verde";"Bordei Verde";22;3;"BORDEI VERDE";"BORDEI VERDE";3;2;817020;9;BR
42931;42913;"Constantin Gabrielescu";"Bordei Verde";23;3;"CONSTANTIN GABRIELESCU";"BORDEI VERDE";3;2;817021;9;BR
42940;42913;Filiu;"Bordei Verde";23;3;FILIU;"BORDEI VERDE";3;2;817022;9;BR
42959;42913;"Lişcoteanca";"Bordei Verde";23;3;LISCOTEANCA;"BORDEI VERDE";3;2;817023;9;BR
42717;42708;"Chişcani";"Chişcani";22;3;CHISCANI;CHISCANI;3;2;817025;9;BR
42726;42708;"Lacu Sărat";"Chişcani";23;3;"LACU SARAT";CHISCANI;3;2;817026;9;BR
42735;42708;"Vărsătura";"Chişcani";23;3;VARSATURA;CHISCANI;3;2;817027;9;BR
42977;42968;Ciocile;Ciocile;22;3;CIOCILE;CIOCILE;3;2;817030;9;BR
43000;42968;"Chichineţu";Ciocile;23;3;CHICHINETU;CIOCILE;3;2;817031;9;BR
42986;42968;"Chioibaşeşti";Ciocile;23;3;CHIOIBASESTI;CIOCILE;3;2;817032;9;BR
42995;42968;"Odăieni";Ciocile;23;3;ODAIENI;CIOCILE;3;2;817033;9;BR
43028;43019;"Cireşu";"Cireşu";22;3;CIRESU;CIRESU;3;2;817035;9;BR
43037;43019;Batogu;"Cireşu";23;3;BATOGU;CIRESU;3;2;817036;9;BR
43046;43019;"Ioneşti";"Cireşu";23;3;IONESTI;CIRESU;3;2;817037;9;BR
43055;43019;"Scărlăteşti";"Cireşu";23;3;SCARLATESTI;CIRESU;3;2;817038;9;BR
