siruta
siruta;sirsup;localitate;superior;tip;med;denloc;densup;tipsup;regiune;codp;jud;mnemonic
145328;145293;"Porumbacu de Sus";"Porumbacu de Jos";23;3;"PORUMBACU DE SUS";"PORUMBACU DE JOS";3;7;557192;32;SB
145337;145293;"Sărata";"Porumbacu de Jos";23;3;SARATA;"PORUMBACU DE JOS";3;7;557193;32;SB
145346;145293;Scoreiu;"Porumbacu de Jos";23;3;SCOREIU;"PORUMBACU DE JOS";3;7;557194;32;SB
145364;145355;"Racoviţa";"Racoviţa";22;3;RACOVITA;RACOVITA;3;7;557195;32;SB
145373;145355;"Sebeşu de Sus";"Racoviţa";23;3;"SEBESU DE SUS";RACOVITA;3;7;557196;32;SB
143539;143520;"Răşinari";"Răşinari";22;3;RASINARI;RASINARI;3;7;557200;32;SB
143548;143520;Prislop;"Răşinari";23;3;PRISLOP;RASINARI;3;7;557201;32;SB
145391;145382;"Râu Sadului";"Râu Sadului";22;3;"RAU SADULUI";"RAU SADULUI";3;7;557205;32;SB
145417;145408;"Roşia";"Roşia";22;3;ROSIA;ROSIA;3;7;557210;32;SB
145426;145408;"Caşolţ";"Roşia";23;3;CASOLT;ROSIA;3;7;557211;32;SB
145435;145408;"Cornăţel";"Roşia";23;3;CORNATEL;ROSIA;3;7;557212;32;SB
145444;145408;Daia;"Roşia";23;3;DAIA;ROSIA;3;7;557213;32;SB
145453;145408;Nou;"Roşia";23;3;NOU;ROSIA;3;7;557214;32;SB
145462;145408;Nucet;"Roşia";23;3;NUCET;ROSIA;3;7;557216;32;SB
145480;145471;Sadu;Sadu;22;3;SADU;SADU;3;7;557220;32;SB
145505;145499;"Sălişte";"Oraş Sălişte";17;1;SALISTE;"ORAS SALISTE";2;7;557225;32;SB
145514;145499;Aciliu;"Oraş Sălişte";18;1;ACILIU;"ORAS SALISTE";2;7;557226;32;SB
145523;145499;"Amnaş";"Oraş Sălişte";18;1;AMNAS;"ORAS SALISTE";2;7;557227;32;SB
145532;145499;"Crinţ";"Oraş Sălişte";18;1;CRINT;"ORAS SALISTE";2;7;557228;32;SB
145550;145499;Fântânele;"Oraş Sălişte";18;1;FANTANELE;"ORAS SALISTE";2;7;557229;32;SB
145541;145499;"Galeş";"Oraş Sălişte";18;1;GALES;"ORAS SALISTE";2;7;557231;32;SB
145569;145499;Mag;"Oraş Sălişte";18;1;MAG;"ORAS SALISTE";2;7;557232;32;SB
145578;145499;"Săcel";"Oraş Sălişte";18;1;SACEL;"ORAS SALISTE";2;7;557233;32;SB
145587;145499;Sibiel;"Oraş Sălişte";18;1;SIBIEL;"ORAS SALISTE";2;7;557234;32;SB
145596;145499;Vale;"Oraş Sălişte";18;1;VALE;"ORAS SALISTE";2;7;557236;32;SB
145676;145667;"Şeica Mare";"Şeica Mare";22;3;"SEICA MARE";"SEICA MARE";3;7;557245;32;SB
145685;145667;Boarta;"Şeica Mare";23;3;BOARTA;"SEICA MARE";3;7;557246;32;SB
145694;145667;Buia;"Şeica Mare";23;3;BUIA;"SEICA MARE";3;7;557247;32;SB
145701;145667;Mighindoala;"Şeica Mare";23;3;MIGHINDOALA;"SEICA MARE";3;7;557248;32;SB
145710;145667;"Petiş";"Şeica Mare";23;3;PETIS;"SEICA MARE";3;7;557249;32;SB
145729;145667;"Ştenea";"Şeica Mare";23;3;STENEA;"SEICA MARE";3;7;557251;32;SB
145747;145738;"Şeica Mică";"Şeica Mică";22;3;"SEICA MICA";"SEICA MICA";3;7;557255;32;SB
145756;145738;"Soroştin";"Şeica Mică";23;3;SOROSTIN;"SEICA MICA";3;7;557256;32;SB
143566;143557;"Şelimbăr";"Şelimbăr";22;3;SELIMBAR;SELIMBAR;3;7;557260;32;SB
143575;143557;Bungard;"Şelimbăr";23;3;BUNGARD;SELIMBAR;3;7;557261;32;SB
143584;143557;Mohu;"Şelimbăr";23;3;MOHU;SELIMBAR;3;7;557262;32;SB
143593;143557;"Veştem";"Şelimbăr";23;3;VESTEM;SELIMBAR;3;7;557263;32;SB
145612;145603;Slimnic;Slimnic;22;3;SLIMNIC;SLIMNIC;3;7;557240;32;SB
145630;145603;"Pădureni";Slimnic;23;3;PADURENI;SLIMNIC;3;7;557242;32;SB
145649;145603;"Ruşi";Slimnic;23;3;RUSI;SLIMNIC;3;7;557243;32;SB
145658;145603;Veseud;Slimnic;23;3;VESEUD;SLIMNIC;3;7;557244;32;SB
145774;145765;"Şura Mare";"Şura Mare";22;3;"SURA MARE";"SURA MARE";3;7;557265;32;SB
145783;145765;Hamba;"Şura Mare";23;3;HAMBA;"SURA MARE";3;7;557266;32;SB
145809;145792;"Şura Mică";"Şura Mică";22;3;"SURA MICA";"SURA MICA";3;7;557270;32;SB
145818;145792;Rusciori;"Şura Mică";23;3;RUSCIORI;"SURA MICA";3;7;557271;32;SB
143655;143646;Târnava;Târnava;22;3;TARNAVA;TARNAVA;3;7;557275;32;SB
143664;143646;"Colonia Târnava";Târnava;23;3;"COLONIA TARNAVA";TARNAVA;3;7;557276;32;SB
145916;145907;"Tilişca";"Tilişca";22;3;TILISCA;TILISCA;3;7;557280;32;SB
145925;145907;Rod;"Tilişca";23;3;ROD;TILISCA;3;7;557281;32;SB
145943;145934;"Turnu Roşu";"Turnu Roşu";22;3;"TURNU ROSU";"TURNU ROSU";3;7;557285;32;SB
145952;145934;"Sebeşu de Jos";"Turnu Roşu";23;3;"SEBESU DE JOS";"TURNU ROSU";3;7;557286;32;SB
145970;145961;"Valea Viilor";"Valea Viilor";22;3;"VALEA VIILOR";"VALEA VIILOR";3;7;557290;32;SB
145989;145961;"Motiş";"Valea Viilor";23;3;MOTIS;"VALEA VIILOR";3;7;557291;32;SB
146003;145998;"Vurpăr";"Vurpăr";22;3;VURPAR;VURPAR;3;7;557295;32;SB
146511;146502;"Câmpulung Moldovenesc";"Municipiul Câmpulung Moldovenesc";9;1;"CAMPULUNG MOLDOVENESC";"MUNICIPIUL CAMPULUNG MOLDOVENESC";4;1;725100;33;SV
146548;146539;"Fălticeni";"Municipiul Fălticeni";9;1;FALTICENI;"MUNICIPIUL FALTICENI";4;1;725200;33;SV
146557;146539;"Şoldăneşti";"Municipiul Fălticeni";10;1;SOLDANESTI;"MUNICIPIUL FALTICENI";4;1;725201;33;SV
146566;146539;"Ţarna Mare";"Municipiul Fălticeni";10;1;"TARNA MARE";"MUNICIPIUL FALTICENI";4;1;725202;33;SV
146637;146628;"Rădăuţi";"Municipiul Rădăuţi";9;1;RADAUTI;"MUNICIPIUL RADAUTI";4;1;725400;33;SV
146593;146584;"Gura Humorului";"Oraş Gura Humorului";17;1;"GURA HUMORULUI";"ORAS GURA HUMORULUI";2;1;725300;33;SV
146600;146584;"Voroneţ";"Oraş Gura Humorului";18;1;VORONET;"ORAS GURA HUMORULUI";2;1;725301;33;SV
146664;146655;Siret;"Oraş Siret";17;1;SIRET;"ORAS SIRET";2;1;725500;33;SV
146673;146655;"Mănăstioara";"Oraş Siret";18;1;MANASTIOARA;"ORAS SIRET";2;1;725501;33;SV
146682;146655;"Pădureni";"Oraş Siret";18;1;PADURENI;"ORAS SIRET";2;1;725502;33;SV
146717;146708;Solca;"Oraş Solca";17;1;SOLCA;"ORAS SOLCA";2;1;725600;33;SV
146726;151585;Poieni-Solca;Poieni-Solca;22;3;POIENI-SOLCA;POIENI-SOLCA;3;1;725601;33;SV
146753;146744;"Vatra Dornei";"Municipiul Vatra Dornei";9;1;"VATRA DORNEI";"MUNICIPIUL VATRA DORNEI";4;1;725700;33;SV
146762;146744;Argestru;"Municipiul Vatra Dornei";10;1;ARGESTRU;"MUNICIPIUL VATRA DORNEI";4;1;725701;33;SV
146771;146744;"Roşu";"Municipiul Vatra Dornei";10;1;ROSU;"MUNICIPIUL VATRA DORNEI";4;1;725702;33;SV
146780;146744;Todireni;"Municipiul Vatra Dornei";10;1;TODIRENI;"MUNICIPIUL VATRA DORNEI";4;1;725703;33;SV
146806;146799;Adâncata;Adâncata;22;3;ADANCATA;ADANCATA;3;1;727005;33;SV
146815;151512;"Arţari";"Hânţeşti";23;3;ARTARI;HANTESTI;3;1;727006;33;SV
146824;151512;"Bereşti";"Hânţeşti";23;3;BERESTI;HANTESTI;3;1;727007;33;SV
146833;146799;"Călugăreni";Adâncata;23;3;CALUGARENI;ADANCATA;3;1;727008;33;SV
146842;146799;"Feteşti";Adâncata;23;3;FETESTI;ADANCATA;3;1;727009;33;SV
146851;151512;"Hănţeşti";"Hânţeşti";22;3;HANTESTI;HANTESTI;3;1;727011;33;SV
146879;146860;Arbore;Arbore;22;3;ARBORE;ARBORE;3;1;727015;33;SV
146888;146860;"Bodnăreni";Arbore;23;3;BODNARENI;ARBORE;3;1;727016;33;SV
146897;146860;Clit;Arbore;23;3;CLIT;ARBORE;3;1;727017;33;SV
146913;146904;Baia;Baia;22;3;BAIA;BAIA;3;1;727020;33;SV
146922;146904;Bogata;Baia;23;3;BOGATA;BAIA;3;1;727021;33;SV
147009;146995;"Bălcăuţi";"Bălcăuţi";22;3;BALCAUTI;BALCAUTI;3;1;727025;33;SV
147018;146995;Gropeni;"Bălcăuţi";23;3;GROPENI;BALCAUTI;3;1;727026;33;SV
147027;146995;Negostina;"Bălcăuţi";23;3;NEGOSTINA;BALCAUTI;3;1;727027;33;SV
147045;147036;Bilca;Bilca;22;3;BILCA;BILCA;3;1;727030;33;SV
147063;147054;"Bogdăneşti";"Bogdăneşti";22;3;BOGDANESTI;BOGDANESTI;3;1;727035;33;SV
147081;147072;Boroaia;Boroaia;22;3;BOROAIA;BOROAIA;3;1;727040;33;SV
147090;147072;"Bărăşti";Boroaia;23;3;BARASTI;BOROAIA;3;1;727041;33;SV
147107;147072;"Giuleşti";Boroaia;23;3;GIULESTI;BOROAIA;3;1;727042;33;SV
147116;147072;"Moişa";Boroaia;23;3;MOISA;BOROAIA;3;1;727043;33;SV
147125;147072;"Săcuţa";Boroaia;23;3;SACUTA;BOROAIA;3;1;727044;33;SV
147143;147134;Bosanci;Bosanci;22;3;BOSANCI;BOSANCI;3;1;727045;33;SV
147152;147134;"Cumpărătura";Bosanci;23;3;CUMPARATURA;BOSANCI;3;1;727046;33;SV
147170;147161;"Botoşana";"Botoşana";22;3;BOTOSANA;BOTOSANA;3;1;727050;33;SV
147189;151433;"Comăneşti";"Comăneşti";22;3;COMANESTI;COMANESTI;3;1;727135;33;SV
147198;151433;Humoreni;"Comăneşti";23;3;HUMORENI;COMANESTI;3;1;727136;33;SV
147214;147205;Breaza;Breaza;22;3;BREAZA;BREAZA;3;1;727055;33;SV
147223;147205;"Breaza de Sus";Breaza;23;3;"BREAZA DE SUS";BREAZA;3;1;727056;33;SV
147232;147205;"Pârâu Negrei";Breaza;23;3;"PARAU NEGREI";BREAZA;3;1;727057;33;SV
147250;147241;Brodina;Brodina;22;3;BRODINA;BRODINA;3;1;727060;33;SV
147269;147241;"Brodina de Jos";Brodina;23;3;"BRODINA DE JOS";BRODINA;3;1;727061;33;SV
147278;147241;Cununschi;Brodina;23;3;CUNUNSCHI;BRODINA;3;1;727062;33;SV
147287;147241;"Dubiuşca";Brodina;23;3;DUBIUSCA;BRODINA;3;1;727063;33;SV
147296;147241;"Ehreşte";Brodina;23;3;EHRESTE;BRODINA;3;1;727064;33;SV
147303;147241;"Falcău";Brodina;23;3;FALCAU;BRODINA;3;1;727066;33;SV
147312;147241;Norocu;Brodina;23;3;NOROCU;BRODINA;3;1;727067;33;SV
147321;147241;Paltin;Brodina;23;3;PALTIN;BRODINA;3;1;727068;33;SV
147330;147241;"Sadău";Brodina;23;3;SADAU;BRODINA;3;1;727069;33;SV
147349;147241;Zalomestra;Brodina;23;3;ZALOMESTRA;BRODINA;3;1;727071;33;SV
147367;147358;"Broşteni";"Oraş Broşteni";17;1;BROSTENI;"ORAS BROSTENI";2;1;727075;33;SV
147376;147358;"Cotârgaşi";"Oraş Broşteni";19;1;COTARGASI;"ORAS BROSTENI";2;1;727076;33;SV
147385;147358;Dârmoxa;"Oraş Broşteni";19;1;DARMOXA;"ORAS BROSTENI";2;1;727077;33;SV
147394;147358;Frasin;"Oraş Broşteni";19;1;FRASIN;"ORAS BROSTENI";2;1;727078;33;SV
147401;147358;"Hăleasa";"Oraş Broşteni";18;1;HALEASA;"ORAS BROSTENI";2;1;727079;33;SV
147410;147358;Holda;"Oraş Broşteni";19;1;HOLDA;"ORAS BROSTENI";2;1;727081;33;SV
147429;147358;"Holdiţa";"Oraş Broşteni";19;1;HOLDITA;"ORAS BROSTENI";2;1;727082;33;SV
147438;147358;Lungeni;"Oraş Broşteni";18;1;LUNGENI;"ORAS BROSTENI";2;1;727083;33;SV
119830;119803;Pusta;"Şincai";23;3;PUSTA;SINCAI;3;7;547597;26;MS
147447;147358;Neagra;"Oraş Broşteni";18;1;NEAGRA;"ORAS BROSTENI";2;1;727084;33;SV
147456;147358;Pietroasa;"Oraş Broşteni";19;1;PIETROASA;"ORAS BROSTENI";2;1;727086;33;SV
147474;147465;"Buneşti";"Buneşti";22;3;BUNESTI;BUNESTI;3;1;727090;33;SV
147483;147465;Petia;"Buneşti";23;3;PETIA;BUNESTI;3;1;727091;33;SV
147492;147465;Podeni;"Buneşti";23;3;PODENI;BUNESTI;3;1;727092;33;SV
147508;147465;"Şes";"Buneşti";23;3;SES;BUNESTI;3;1;727093;33;SV
147517;147465;"Unceşti";"Buneşti";23;3;UNCESTI;BUNESTI;3;1;727094;33;SV
147535;147526;"Pârteştii de Sus";Cacica;22;3;"PARTESTII DE SUS";CACICA;3;1;727097;33;SV
147544;147526;Cacica;Cacica;23;3;CACICA;CACICA;3;1;727095;33;SV
147553;147526;Maidan;Cacica;23;3;MAIDAN;CACICA;3;1;727096;33;SV
147562;147526;Runcu;Cacica;23;3;RUNCU;CACICA;3;1;727098;33;SV
147571;147526;"Soloneţu Nou";Cacica;23;3;"SOLONETU NOU";CACICA;3;1;727099;33;SV
147642;147633;Cajvana;"Oraş Cajvana";17;1;CAJVANA;"ORAS CAJVANA";2;1;727100;33;SV
147651;147633;Codru;"Oraş Cajvana";19;1;CODRU;"ORAS CAJVANA";2;1;727101;33;SV
147599;147580;"Calafindeşti";"Calafindeşti";22;3;CALAFINDESTI;CALAFINDESTI;3;1;727105;33;SV
147606;147580;"Botoşaniţa Mare";"Calafindeşti";23;3;"BOTOSANITA MARE";CALAFINDESTI;3;1;727106;33;SV
147615;151460;"Călineşti";"Şerbăuţi";23;3;CALINESTI;SERBAUTI;3;1;727107;33;SV
147624;151460;"Şerbăuţi";"Şerbăuţi";22;3;SERBAUTI;SERBAUTI;3;1;727108;33;SV
147722;147713;Cârlibaba;Cârlibaba;22;3;CARLIBABA;CARLIBABA;3;1;727110;33;SV
147731;147713;"Cârlibaba Nouă";Cârlibaba;23;3;"CARLIBABA NOUA";CARLIBABA;3;1;727111;33;SV
147740;147713;Iedu;Cârlibaba;23;3;IEDU;CARLIBABA;3;1;727112;33;SV
147759;147713;"Şesuri";Cârlibaba;23;3;SESURI;CARLIBABA;3;1;727113;33;SV
147768;147713;"Ţibău";Cârlibaba;23;3;TIBAU;CARLIBABA;3;1;727114;33;SV
147777;147713;"Valea Stânei";Cârlibaba;23;3;"VALEA STANEI";CARLIBABA;3;1;727116;33;SV
147679;147660;"Ilişeşti";"Ilişeşti";22;3;ILISESTI;ILISESTI;3;1;727130;33;SV
147688;151530;"Bălăceana";"Bălăceana";22;3;BALACEANA;BALACEANA;3;1;727126;33;SV
147697;147660;"Braşca";"Ilişeşti";23;3;BRASCA;ILISESTI;3;1;727127;33;SV
147704;151567;"Ciprian Porumbescu";"Ciprian Porumbescu";22;3;"CIPRIAN PORUMBESCU";"CIPRIAN PORUMBESCU";3;1;727125;33;SV
147795;147786;"Cornu Luncii";"Cornu Luncii";22;3;"CORNU LUNCII";"CORNU LUNCII";3;1;727140;33;SV
147802;147786;"Băişeşti";"Cornu Luncii";23;3;BAISESTI;"CORNU LUNCII";3;1;727141;33;SV
147811;147786;"Brăieşti";"Cornu Luncii";23;3;BRAIESTI;"CORNU LUNCII";3;1;727142;33;SV
147820;147786;Dumbrava;"Cornu Luncii";23;3;DUMBRAVA;"CORNU LUNCII";3;1;727143;33;SV
147839;147786;"Păiseni";"Cornu Luncii";23;3;PAISENI;"CORNU LUNCII";3;1;727144;33;SV
147848;147786;"Sasca Mare";"Cornu Luncii";23;3;"SASCA MARE";"CORNU LUNCII";3;1;727146;33;SV
147857;147786;"Sasca Mică";"Cornu Luncii";23;3;"SASCA MICA";"CORNU LUNCII";3;1;727147;33;SV
147866;147786;"Sasca Nouă";"Cornu Luncii";23;3;"SASCA NOUA";"CORNU LUNCII";3;1;727148;33;SV
147875;147786;"Şinca";"Cornu Luncii";23;3;SINCA;"CORNU LUNCII";3;1;727149;33;SV
147893;147884;Crucea;Crucea;22;3;CRUCEA;CRUCEA;3;1;727150;33;SV
147900;147884;Chiril;Crucea;23;3;CHIRIL;CRUCEA;3;1;727151;33;SV
147919;147884;Cojoci;Crucea;23;3;COJOCI;CRUCEA;3;1;727152;33;SV
147928;147884;"Satu Mare";Crucea;23;3;"SATU MARE";CRUCEA;3;1;727153;33;SV
147946;147937;"Măriţei";"Dărmăneşti";22;3;MARITEI;DARMANESTI;3;1;727160;33;SV
147973;147937;"Călineşti";"Dărmăneşti";23;3;CALINESTI;DARMANESTI;3;1;727156;33;SV
147982;147937;"Călineşti-Vasilache";"Dărmăneşti";23;3;CALINESTI-VASILACHE;DARMANESTI;3;1;727157;33;SV
147955;147937;"Dănila";"Dărmăneşti";23;3;DANILA;DARMANESTI;3;1;727158;33;SV
147964;147937;"Dărmăneşti";"Dărmăneşti";23;3;DARMANESTI;DARMANESTI;3;1;727155;33;SV
147991;147937;"Măriţeia Mică";"Dărmăneşti";23;3;"MARITEIA MICA";DARMANESTI;3;1;727159;33;SV
148015;148006;Dolhasca;"Oraş Dolhasca";17;1;DOLHASCA;"ORAS DOLHASCA";2;1;727170;33;SV
148024;148006;Budeni;"Oraş Dolhasca";19;1;BUDENI;"ORAS DOLHASCA";2;1;727171;33;SV
148033;148006;Gulia;"Oraş Dolhasca";19;1;GULIA;"ORAS DOLHASCA";2;1;727172;33;SV
148042;148006;Poiana;"Oraş Dolhasca";19;1;POIANA;"ORAS DOLHASCA";2;1;727173;33;SV
148051;148006;Poienari;"Oraş Dolhasca";19;1;POIENARI;"ORAS DOLHASCA";2;1;727174;33;SV
148060;148006;Probota;"Oraş Dolhasca";19;1;PROBOTA;"ORAS DOLHASCA";2;1;727176;33;SV
148079;148006;"Siliştea Nouă";"Oraş Dolhasca";19;1;"SILISTEA NOUA";"ORAS DOLHASCA";2;1;727177;33;SV
148088;148006;"Valea Poienei";"Oraş Dolhasca";19;1;"VALEA POIENEI";"ORAS DOLHASCA";2;1;727178;33;SV
148104;148097;"Dolheştii-Mari";"Dolheşti";22;3;DOLHESTII-MARI;DOLHESTI;3;1;727180;33;SV
148113;148097;"Dolheştii Mici";"Dolheşti";23;3;"DOLHESTII MICI";DOLHESTI;3;1;727181;33;SV
148122;148097;"Valea Bourei";"Dolheşti";23;3;"VALEA BOUREI";DOLHESTI;3;1;727182;33;SV
148211;148202;"Dorna Candrenilor";"Dorna Candrenilor";22;3;"DORNA CANDRENILOR";"DORNA CANDRENILOR";3;1;727190;33;SV
148220;151497;"Coşna";"Coşna";22;3;COSNA;COSNA;3;1;727191;33;SV
148239;148202;"Dealu Floreni";"Dorna Candrenilor";23;3;"DEALU FLORENI";"DORNA CANDRENILOR";3;1;727192;33;SV
148257;151497;"Podu Coşnei";"Coşna";23;3;"PODU COSNEI";COSNA;3;1;727193;33;SV
148248;148202;"Poiana Negrii";"Dorna Candrenilor";23;3;"POIANA NEGRII";"DORNA CANDRENILOR";3;1;727194;33;SV
148266;151497;"Româneşti";"Coşna";23;3;ROMANESTI;COSNA;3;1;727196;33;SV
148275;151497;"Teşna";"Coşna";23;3;TESNA;COSNA;3;1;727197;33;SV
148284;151497;"Valea Bancului";"Coşna";23;3;"VALEA BANCULUI";COSNA;3;1;727198;33;SV
148140;148131;"Cozăneşti";Dorna-Arini;22;3;COZANESTI;DORNA-ARINI;3;1;727201;33;SV
148159;148131;Dorna-Arini;Dorna-Arini;23;3;DORNA-ARINI;DORNA-ARINI;3;1;727200;33;SV
148168;148131;"Gheorghiţeni";Dorna-Arini;23;3;GHEORGHITENI;DORNA-ARINI;3;1;727202;33;SV
148177;148131;Ortoaia;Dorna-Arini;23;3;ORTOAIA;DORNA-ARINI;3;1;727203;33;SV
148186;148131;Rusca;Dorna-Arini;23;3;RUSCA;DORNA-ARINI;3;1;727204;33;SV
148195;148131;"Sunători";Dorna-Arini;23;3;SUNATORI;DORNA-ARINI;3;1;727206;33;SV
148300;148293;"Dorneşti";"Dorneşti";22;3;DORNESTI;DORNESTI;3;1;727210;33;SV
148319;148293;Iaz;"Dorneşti";23;3;IAZ;DORNESTI;3;1;727211;33;SV
148337;148328;"Măzănăeşti";"Drăgoieşti";22;3;MAZANAESTI;DRAGOIESTI;3;1;727219;33;SV
148346;151576;"Berchişeşti";Berchisesti;22;3;BERCHISESTI;BERCHISESTI;3;1;727216;33;SV
148355;151576;Corlata;Berchisesti;23;3;CORLATA;BERCHISESTI;3;1;727217;33;SV
148364;148328;"Drăgoieşti";"Drăgoieşti";23;3;DRAGOIESTI;DRAGOIESTI;3;1;727215;33;SV
148373;148328;"Lucăceşti";"Drăgoieşti";23;3;LUCACESTI;DRAGOIESTI;3;1;727218;33;SV
148391;148382;"Drăguşeni";"Drăguşeni";22;3;DRAGUSENI;DRAGUSENI;3;1;727220;33;SV
148408;148382;"Broşteni";"Drăguşeni";23;3;BROSTENI;DRAGUSENI;3;1;727221;33;SV
148417;148382;"Gara Leu";"Drăguşeni";23;3;"GARA LEU";DRAGUSENI;3;1;727222;33;SV
148435;148426;"Dumbrăveni";"Dumbrăveni";22;3;DUMBRAVENI;DUMBRAVENI;3;1;727225;33;SV
148444;148426;"Sălăgeni";"Dumbrăveni";23;3;SALAGENI;DUMBRAVENI;3;1;727226;33;SV
148462;148453;Fântânele;Fântânele;22;3;FANTANELE;FANTANELE;3;1;727230;33;SV
148471;148453;"Băneşti";Fântânele;23;3;BANESTI;FANTANELE;3;1;727231;33;SV
148480;148453;"Cotu Dobei";Fântânele;23;3;"COTU DOBEI";FANTANELE;3;1;727232;33;SV
148499;148453;Slobozia;Fântânele;23;3;SLOBOZIA;FANTANELE;3;1;727233;33;SV
148505;148453;Stamate;Fântânele;23;3;STAMATE;FANTANELE;3;1;727234;33;SV
148523;148514;"Forăşti";"Forăşti";22;3;FORASTI;FORASTI;3;1;727235;33;SV
148532;148514;Antoceni;"Forăşti";23;3;ANTOCENI;FORASTI;3;1;727236;33;SV
148541;148514;Boura;"Forăşti";23;3;BOURA;FORASTI;3;1;727237;33;SV
148550;148514;Manolea;"Forăşti";23;3;MANOLEA;FORASTI;3;1;727238;33;SV
148569;148514;Oniceni;"Forăşti";23;3;ONICENI;FORASTI;3;1;727239;33;SV
148578;148514;"Roşiori";"Forăşti";23;3;ROSIORI;FORASTI;3;1;727241;33;SV
148587;148514;"Ruşi";"Forăşti";23;3;RUSI;FORASTI;3;1;727242;33;SV
148596;148514;"Ţoleşti";"Forăşti";23;3;TOLESTI;FORASTI;3;1;727243;33;SV
148603;148514;"Uideşti";"Forăşti";23;3;UIDESTI;FORASTI;3;1;727244;33;SV
148621;148612;Frasin;"Oraş Frasin";17;1;FRASIN;"ORAS FRASIN";2;1;727245;33;SV
148630;148612;"Bucşoaia";"Oraş Frasin";18;1;BUCSOAIA;"ORAS FRASIN";2;1;727246;33;SV
148649;148612;Doroteia;"Oraş Frasin";19;1;DOROTEIA;"ORAS FRASIN";2;1;727247;33;SV
148658;148612;"Plutoniţa";"Oraş Frasin";19;1;PLUTONITA;"ORAS FRASIN";2;1;727248;33;SV
148676;148667;"Frătăuţii Noi";"Frătăuţii Noi";22;3;"FRATAUTII NOI";"FRATAUTII NOI";3;1;727250;33;SV
148685;148667;"Costişa";"Frătăuţii Noi";23;3;COSTISA;"FRATAUTII NOI";3;1;727251;33;SV
148701;148694;"Frătăuţii Vechi";"Frătăuţii Vechi";22;3;"FRATAUTII VECHI";"FRATAUTII VECHI";3;1;727255;33;SV
148710;148694;"Măneuţi";"Frătăuţii Vechi";23;3;MANEUTI;"FRATAUTII VECHI";3;1;727256;33;SV
148738;148729;Frumosu;Frumosu;22;3;FRUMOSU;FRUMOSU;3;1;727260;33;SV
148747;148729;Deia;Frumosu;23;3;DEIA;FRUMOSU;3;1;727261;33;SV
148756;148729;"Dragoşa";Frumosu;23;3;DRAGOSA;FRUMOSU;3;1;727262;33;SV
148774;148765;"Fundu Moldovei";"Fundu Moldovei";22;3;"FUNDU MOLDOVEI";"FUNDU MOLDOVEI";3;1;727265;33;SV
148792;148765;"Botuş";"Fundu Moldovei";23;3;BOTUS;"FUNDU MOLDOVEI";3;1;727266;33;SV
148783;148765;"Botuşel";"Fundu Moldovei";23;3;BOTUSEL;"FUNDU MOLDOVEI";3;1;727267;33;SV
148809;148765;"Braniştea";"Fundu Moldovei";23;3;BRANISTEA;"FUNDU MOLDOVEI";3;1;727268;33;SV
148818;148765;Colacu;"Fundu Moldovei";23;3;COLACU;"FUNDU MOLDOVEI";3;1;727269;33;SV
148827;148765;"Delniţa";"Fundu Moldovei";23;3;DELNITA;"FUNDU MOLDOVEI";3;1;727271;33;SV
148836;148765;"Deluţ";"Fundu Moldovei";23;3;DELUT;"FUNDU MOLDOVEI";3;1;727272;33;SV
148845;148765;Obcina;"Fundu Moldovei";23;3;OBCINA;"FUNDU MOLDOVEI";3;1;727273;33;SV
148854;148765;Plai;"Fundu Moldovei";23;3;PLAI;"FUNDU MOLDOVEI";3;1;727274;33;SV
148863;148765;"Smida Ungurenilor";"Fundu Moldovei";23;3;"SMIDA UNGURENILOR";"FUNDU MOLDOVEI";3;1;727276;33;SV
148881;148872;"Gălăneşti";"Gălăneşti";22;3;GALANESTI;GALANESTI;3;1;727280;33;SV
148890;148872;Hurjuieni;"Gălăneşti";23;3;HURJUIENI;GALANESTI;3;1;727281;33;SV
148907;151558;Voitinel;Voitinel;22;3;VOITINEL;VOITINEL;3;1;727282;33;SV
148925;148916;"Grămeşti";"Grămeşti";22;3;GRAMESTI;GRAMESTI;3;1;727285;33;SV
148934;148916;"Bălineşti";"Grămeşti";23;3;BALINESTI;GRAMESTI;3;1;727286;33;SV
148943;148916;"Botoşaniţa Mică";"Grămeşti";23;3;"BOTOSANITA MICA";GRAMESTI;3;1;727287;33;SV
148952;148916;"Rudeşti";"Grămeşti";23;3;RUDESTI;GRAMESTI;3;1;727288;33;SV
148961;148916;Verbia;"Grămeşti";23;3;VERBIA;GRAMESTI;3;1;727289;33;SV
148989;148970;"Grăniceşti";"Grăniceşti";22;3;GRANICESTI;GRANICESTI;3;1;727290;33;SV
148998;148970;Dumbrava;"Grăniceşti";23;3;DUMBRAVA;GRANICESTI;3;1;727291;33;SV
149003;148970;"Gura Solcii";"Grăniceşti";23;3;"GURA SOLCII";GRANICESTI;3;1;727292;33;SV
149012;148970;"Iacobeşti";"Grăniceşti";23;3;IACOBESTI;GRANICESTI;3;1;727293;33;SV
149021;148970;"Româneşti";"Grăniceşti";23;3;ROMANESTI;GRANICESTI;3;1;727294;33;SV
149030;148970;"Slobozia Sucevei";"Grăniceşti";23;3;"SLOBOZIA SUCEVEI";GRANICESTI;3;1;727296;33;SV
149110;149101;"Horodnic de Jos";"Horodnic de Jos";22;3;"HORODNIC DE JOS";"HORODNIC DE JOS";3;1;727301;33;SV
149129;151479;"Horodnic de Sus";"Horodnic de Sus";22;3;"HORODNIC DE SUS";"HORODNIC DE SUS";3;1;727305;33;SV
